source_state,target_state,baseline_alt_trade_kcal,staple_deficit_kcal,quantity_kcal,is_new_link,pre_scale_trade_kcal,State,scale_factor,optimized_alt_prod_kcal,pre_scale_alt_trade_kcal,optimized_alt_trade_kcal,capacity_limited,optimized_trade_kcal
chhattisgarh,nagaland,0.0,12877506.082374573,0.0,True,12877506.082374573,chhattisgarh,1.0,1085685272486.0793,38209645160.215515,38209645160.215515,False,12877506.082374573
chhattisgarh,jammu and kashmir,0.0,11606454.511184692,0.0,True,11606454.511184692,chhattisgarh,1.0,1085685272486.0793,38209645160.215515,38209645160.215515,False,11606454.511184692
haryana,rajasthan,0.0,9175013.435112,0.0,True,9175013.435112,haryana,1.0,2932610407035.19,41679612296.59115,41679612296.59115,False,9175013.435112
chhattisgarh,haryana,0.0,8690761.652580261,0.0,True,8690761.652580261,chhattisgarh,1.0,1085685272486.0793,38209645160.215515,38209645160.215515,False,8690761.652580261
haryana,himachal pradesh,0.0,7747614.57960701,0.0,True,7747614.57960701,haryana,1.0,2932610407035.19,41679612296.59115,41679612296.59115,False,7747614.57960701
haryana,odisha,0.0,7417178.6277599335,0.0,True,7417178.6277599335,haryana,1.0,2932610407035.19,41679612296.59115,41679612296.59115,False,7417178.6277599335
haryana,jharkhand,0.0,5782945.869103432,0.0,True,5782945.869103432,haryana,1.0,2932610407035.19,41679612296.59115,41679612296.59115,False,5782945.869103432
gujarat,bihar,0.0,5042029.055506652,0.0,True,5042029.055506652,gujarat,1.0,17487759072427.385,115134758030.7743,115134758030.7743,False,5042029.055506652
chhattisgarh,delhi,0.0,4715918.55735445,0.0,True,4715918.55735445,chhattisgarh,1.0,1085685272486.0793,38209645160.215515,38209645160.215515,False,4715918.55735445
chhattisgarh,himachal pradesh,0.0,4616294.633027554,0.0,True,4616294.633027554,chhattisgarh,1.0,1085685272486.0793,38209645160.215515,38209645160.215515,False,4616294.633027554
chhattisgarh,uttar pradesh,0.0,3549659.2357239723,0.0,True,3549659.2357239723,chhattisgarh,1.0,1085685272486.0793,38209645160.215515,38209645160.215515,False,3549659.2357239723
chhattisgarh,chandigarh,0.0,2375201.8809645176,0.0,True,2375201.8809645176,chhattisgarh,1.0,1085685272486.0793,38209645160.215515,38209645160.215515,False,2375201.8809645176
haryana,arunachal pradesh,0.0,2125136.009804249,0.0,True,2125136.009804249,haryana,1.0,2932610407035.19,41679612296.59115,41679612296.59115,False,2125136.009804249
chhattisgarh,uttarakhand,0.0,1225695.0618145466,0.0,True,1225695.0618145466,chhattisgarh,1.0,1085685272486.0793,38209645160.215515,38209645160.215515,False,1225695.0618145466
chhattisgarh,mizoram,0.0,1176239.5358743668,0.0,True,1176239.5358743668,chhattisgarh,1.0,1085685272486.0793,38209645160.215515,38209645160.215515,False,1176239.5358743668
chhattisgarh,manipur,0.0,1151734.5455436707,0.0,True,1151734.5455436707,chhattisgarh,1.0,1085685272486.0793,38209645160.215515,38209645160.215515,False,1151734.5455436707
chhattisgarh,rajasthan,0.0,681684.2764725685,0.0,True,681684.2764725685,chhattisgarh,1.0,1085685272486.0793,38209645160.215515,38209645160.215515,False,681684.2764725685
haryana,uttarakhand,0.0,561213.2651821375,0.0,True,561213.2651821375,haryana,1.0,2932610407035.19,41679612296.59115,41679612296.59115,False,561213.2651821375
haryana,meghalaya,0.0,379631.8475536704,0.0,True,379631.8475536704,haryana,1.0,2932610407035.19,41679612296.59115,41679612296.59115,False,379631.8475536704
kerala,tamil nadu,0.0,81504371979.7739,0.0,True,81504371979.7739,kerala,1.0265235976142482e-08,979.3445294587278,95403995751.76161,979.3445294587278,True,836.6616114596742
kerala,madhya pradesh,0.0,5266994250.0,0.0,True,5266994250.0,kerala,1.0265235976142482e-08,979.3445294587278,95403995751.76161,979.3445294587278,True,54.06693886123559
kerala,punjab,0.0,4175009070.043282,0.0,True,4175009070.043282,kerala,1.0265235976142482e-08,979.3445294587278,95403995751.76161,979.3445294587278,True,42.857453306529464
kerala,rajasthan,0.0,2110841483.3333333,0.0,True,2110841483.3333333,kerala,1.0265235976142482e-08,979.3445294587278,95403995751.76161,979.3445294587278,True,21.668285934647294
kerala,haryana,0.0,1202535835.1020627,0.0,True,1202535835.1020627,kerala,1.0265235976142482e-08,979.3445294587278,95403995751.76161,979.3445294587278,True,12.344314117090237
kerala,karnataka,0.0,859434100.9692317,0.0,True,859434100.9692317,kerala,1.0265235976142482e-08,979.3445294587278,95403995751.76161,979.3445294587278,True,8.822293852393027
kerala,uttar pradesh,0.0,284809000.0,0.0,True,284809000.0,kerala,1.0265235976142482e-08,979.3445294587278,95403995751.76161,979.3445294587278,True,2.9236315931291643
kerala,telangana,0.0,25.54117202758789,0.0,True,25.54117202758789,kerala,1.0265235976142482e-08,979.3445294587278,95403995751.76161,979.3445294587278,True,2.621861579704392e-07
kerala,andhra pradesh,0.0,5.6524763107299805,0.0,True,5.6524763107299805,kerala,1.0265235976142482e-08,979.3445294587278,95403995751.76161,979.3445294587278,True,5.8024003179198524e-08
kerala,chhattisgarh,0.0,1.3461675643920898,0.0,True,1.3461675643920898,kerala,1.0265235976142482e-08,979.3445294587278,95403995751.76161,979.3445294587278,True,1.3818727711913782e-08
delhi,assam,0.0,71016599666.66667,0.0,True,71016599666.66667,delhi,0.0,0.0,133127461016.66669,0.0,True,0.0
goa,haryana,0.0,159497333.3333333,0.0,True,159497333.3333333,goa,0.0,0.0,6814652166.666666,0.0,True,0.0
goa,punjab,0.0,2223018166.6666665,0.0,True,2223018166.6666665,goa,0.0,0.0,6814652166.666666,0.0,True,0.0
goa,maharashtra,0.0,2931976666.6666665,0.0,True,2931976666.6666665,goa,0.0,0.0,6814652166.666666,0.0,True,0.0
goa,kerala,0.0,1500160000.0,0.0,True,1500160000.0,goa,0.0,0.0,6814652166.666666,0.0,True,0.0
delhi,uttar pradesh,0.0,2093000000.0,0.0,True,2093000000.0,delhi,0.0,0.0,133127461016.66669,0.0,True,0.0
delhi,west bengal,0.0,10646016666.666666,0.0,True,10646016666.666666,delhi,0.0,0.0,133127461016.66669,0.0,True,0.0
delhi,chandigarh,0.0,19386808333.333332,0.0,True,19386808333.333332,delhi,0.0,0.0,133127461016.66669,0.0,True,0.0
delhi,tripura,0.0,3325633333.333333,0.0,True,3325633333.333333,delhi,0.0,0.0,133127461016.66669,0.0,True,0.0
delhi,rajasthan,0.0,142466216.66666666,0.0,True,142466216.66666666,delhi,0.0,0.0,133127461016.66669,0.0,True,0.0
delhi,punjab,0.0,251938166.66666666,0.0,True,251938166.66666666,delhi,0.0,0.0,133127461016.66669,0.0,True,0.0
delhi,odisha,0.0,1428875000.0,0.0,True,1428875000.0,delhi,0.0,0.0,133127461016.66669,0.0,True,0.0
delhi,nagaland,0.0,6399066666.666667,0.0,True,6399066666.666667,delhi,0.0,0.0,133127461016.66669,0.0,True,0.0
delhi,madhya pradesh,0.0,1130160966.6666667,0.0,True,1130160966.6666667,delhi,0.0,0.0,133127461016.66669,0.0,True,0.0
delhi,himachal pradesh,0.0,2383716666.6666665,0.0,True,2383716666.6666665,delhi,0.0,0.0,133127461016.66669,0.0,True,0.0
delhi,gujarat,0.0,11479220000.0,0.0,True,11479220000.0,delhi,0.0,0.0,133127461016.66669,0.0,True,0.0
delhi,haryana,0.0,503554333.3333333,0.0,True,503554333.3333333,delhi,0.0,0.0,133127461016.66669,0.0,True,0.0
