id,district,dt_code,st_nm,st_code,year,state_key,district_key,map_state,map_district,nitrogen_surplus_kg,calorie_kcal,water_m3,nitrogen_surplus_ggn,calorie_bkcal,water_bcm
,Sonbhadra,200,Uttar Pradesh,09,2011_c,uttar pradesh,sonbhadra,uttar pradesh,sonbhadra,11283322.613261223,845676399988.7871,373453205.8176129,11.283322613261223,845.6763999887871,0.3734532058176129
,Pakur,353,Jharkhand,20,2011_c,jharkhand,pakur,jharkhand,pakur,6110350.084509166,471219020087.9253,273343189.6245039,6.110350084509166,471.2190200879253,0.27334318962450393
,Mandsaur,433,Madhya Pradesh,23,2011_c,madhya pradesh,mandsaur,madhya pradesh,mandsaur,4374134.765516277,1661631200000.2783,226584822.79443663,4.374134765516278,1661.6312000002783,0.22658482279443665
,Munger,226,Bihar,10,2011_c,bihar,munger,bihar,munger,2786816.612160792,420571139996.4243,150159951.67644948,2.7868166121607922,420.57113999642434,0.15015995167644947
,Giridih,349,Jharkhand,20,2011_c,jharkhand,giridih,jharkhand,giridih,9219542.009983232,760584739906.9803,393947298.778629,9.219542009983233,760.5847399069803,0.393947298778629
,Dumka,362,Jharkhand,20,2011_c,jharkhand,dumka,jharkhand,dumka,11451256.869151736,1120938860078.141,521162806.83868325,11.451256869151736,1120.938860078141,0.5211628068386832
,Singrauli,463,Madhya Pradesh,23,2011_c,madhya pradesh,singrauli,madhya pradesh,singrauli,11090063.379556086,1310192600038.5908,305046157.807196,11.090063379556087,1310.1926000385909,0.305046157807196
,Birbhum,334,West Bengal,19,2011_c,west bengal,birbhum,west bengal,birbhum,38699634.869436175,5228935579518.692,2148174577.3930893,38.699634869436174,5228.935579518692,2.1481745773930894
,Deoghar,350,Jharkhand,20,2011_c,jharkhand,deoghar,jharkhand,deoghar,6708349.712882957,655966739943.4103,222583091.93392473,6.708349712882957,655.9667399434103,0.22258309193392473
,Palamu,358,Jharkhand,20,2011_c,jharkhand,palamu,jharkhand,palamu,8096118.651232652,655205559924.6383,311083777.1545273,8.096118651232652,655.2055599246384,0.3110837771545273
,Sidhi,462,Madhya Pradesh,23,2011_c,madhya pradesh,sidhi,madhya pradesh,sidhi,9698255.067375971,1161156199974.292,438807103.6954602,9.698255067375971,1161.156199974292,0.4388071036954602
,Chatra,347,Jharkhand,20,2011_c,jharkhand,chatra,jharkhand,chatra,4619486.266743027,489566870023.3399,164921555.24581409,4.619486266743027,489.5668700233399,0.1649215552458141
,Garhwa,346,Jharkhand,20,2011_c,jharkhand,garhwa,jharkhand,garhwa,8290644.409203224,543702960029.8885,331579571.2474511,8.290644409203225,543.7029600298885,0.33157957124745113
,Sagar,427,Madhya Pradesh,23,2011_c,madhya pradesh,sagar,madhya pradesh,sagar,9743251.027887298,2961925200002.6343,586981046.8425782,9.743251027887299,2961.9252000026345,0.5869810468425781
,Patan,470,Gujarat,24,2011_c,gujarat,patan,gujarat,patan,7751936.248717816,385155399999.56775,411677882.1190586,7.751936248717816,385.15539999956775,0.4116778821190586
,Damoh,428,Madhya Pradesh,23,2011_c,madhya pradesh,damoh,madhya pradesh,damoh,8674238.33399651,1426634600060.7566,444151941.4416502,8.67423833399651,1426.6346000607566,0.4441519414416502
,Shajapur,436,Madhya Pradesh,23,2011_c,madhya pradesh,shajapur,madhya pradesh,shajapur,7816114.906854518,956328399997.264,153570527.79648936,7.8161149068545175,956.328399997264,0.15357052779648936
,Vidisha,443,Madhya Pradesh,23,2011_c,madhya pradesh,vidisha,madhya pradesh,vidisha,3847032.8546465966,3480767200007.8086,464498525.89708316,3.8470328546465966,3480.7672000078087,0.4644985258970832
,Mahesana,471,Gujarat,24,2011_c,gujarat,mahesana,gujarat,mahesana,7097013.434530929,1007275940003.2642,300045582.82697886,7.097013434530929,1007.2759400032642,0.30004558282697885
,Rajgarh,442,Madhya Pradesh,23,2011_c,madhya pradesh,rajgarh,madhya pradesh,rajgarh,7649051.2882255465,2397503959942.174,413899970.91290486,7.649051288225547,2397.503959942174,0.41389997091290487
,Shahdol,460,Madhya Pradesh,23,2011_c,madhya pradesh,shahdol,madhya pradesh,shahdol,14718806.23442766,796451000035.26,568196699.1508665,14.71880623442766,796.45100003526,0.5681966991508665
,Nadia,336,West Bengal,19,2011_c,west bengal,nadia,west bengal,nadia,22349632.13891966,2942112060006.9814,1243838041.7363343,22.34963213891966,2942.1120600069817,1.2438380417363344
,Jamtara,363,Jharkhand,20,2011_c,jharkhand,jamtara,jharkhand,jamtara,6310807.382904334,440560160048.6731,297030227.8184837,6.310807382904334,440.5601600486731,0.2970302278184837
,Dungarpur,124,Rajasthan,08,2011_c,rajasthan,dungarpur,rajasthan,dungarpur,5257187.16728959,667380700096.0654,710302275.5380025,5.25718716728959,667.3807000960654,0.7103022755380025
,Katni,450,Madhya Pradesh,23,2011_c,madhya pradesh,katni,madhya pradesh,katni,17557804.273468964,2258577000156.5483,533466989.3536577,17.557804273468964,2258.5770001565484,0.5334669893536578
,Dhanbad,354,Jharkhand,20,2011_c,jharkhand,dhanbad,jharkhand,dhanbad,3840800.360379128,341951930012.4644,189263339.72530776,3.8408003603791276,341.9519300124644,0.18926333972530776
,Banswara,125,Rajasthan,08,2011_c,rajasthan,banswara,rajasthan,banswara,39507102.03076032,1404043539918.838,1090693492.7776394,39.507102030760315,1404.043539918838,1.0906934927776395
,Umaria,431,Madhya Pradesh,23,2011_c,madhya pradesh,umaria,madhya pradesh,umaria,7288053.370749371,696358399982.2001,231641747.57959318,7.288053370749371,696.3583999822001,0.2316417475795932
,Latehar,359,Jharkhand,20,2011_c,jharkhand,latehar,jharkhand,latehar,5397438.868814636,289082829990.6095,272740626.99092317,5.397438868814636,289.0828299906095,0.27274062699092316
,Ratlam,434,Madhya Pradesh,23,2011_c,madhya pradesh,ratlam,madhya pradesh,ratlam,14641913.025196612,1827615800015.39,316808887.86656094,14.641913025196612,1827.6158000153898,0.3168088878665609
,Bokaro,355,Jharkhand,20,2011_c,jharkhand,bokaro,jharkhand,bokaro,3486823.3731162287,427729320063.7652,129878263.68791904,3.486823373116229,427.7293200637652,0.12987826368791905
,Ramgarh,361,Jharkhand,20,2011_c,jharkhand,ramgarh,jharkhand,ramgarh,5229489.530130883,311490599952.97546,188818369.2231885,5.229489530130882,311.49059995297546,0.18881836922318848
,Bhopal,444,Madhya Pradesh,23,2011_c,madhya pradesh,bhopal,madhya pradesh,bhopal,4570733.662323852,835923999997.187,271420457.78890896,4.570733662323852,835.923999997187,0.27142045778890894
,Purba Bardhaman,335,West Bengal,19,2011_c,west bengal,purba bardhaman,west bengal,purba bardhaman,205728.75998268364,30235479999.9829,9960969.2853355,0.20572875998268364,30.2354799999829,0.0099609692853355
,Koriya,400,Chhattisgarh,22,2011_c,chhattisgarh,koriya,chhattisgarh,koriya,7944979.905311843,331810030065.5813,500408461.16109365,7.944979905311843,331.8100300655813,0.5004084611610936
,Ujjain,435,Madhya Pradesh,23,2011_c,madhya pradesh,ujjain,madhya pradesh,ujjain,2094676.0164521877,3049222000001.0015,353545236.2828623,2.094676016452188,3049.2220000010016,0.35354523628286233
,Gandhinagar,473,Gujarat,24,2011_c,gujarat,gandhinagar,gujarat,gandhinagar,5327245.163660908,472636800011.70056,204361558.56699315,5.327245163660908,472.6368000117006,0.20436155856699315
,Ahmadabad,474,Gujarat,24,2011_c,gujarat,ahmadabad,gujarat,ahmadabad,40126664.35757428,2283990759972.333,1666714755.4320583,40.12666435757428,2283.990759972333,1.6667147554320583
,Raisen,446,Madhya Pradesh,23,2011_c,madhya pradesh,raisen,madhya pradesh,raisen,21050239.67918639,2976186199940.63,723187543.5848166,21.05023967918639,2976.18619994063,0.7231875435848166
,Purulia,340,West Bengal,19,2011_c,west bengal,purulia,west bengal,purulia,17467193.827952784,2741336239602.506,1510895352.4316685,17.467193827952784,2741.336239602506,1.5108953524316686
,Sehore,445,Madhya Pradesh,23,2011_c,madhya pradesh,sehore,madhya pradesh,sehore,7540457.405621193,2586267399958.3296,444389874.64836,7.5404574056211935,2586.2673999583294,0.44438987464836
,Ranchi,364,Jharkhand,20,2011_c,jharkhand,ranchi,jharkhand,ranchi,20820784.37511505,1653264619785.779,654305921.0638213,20.82078437511505,1653.2646197857791,0.6543059210638213
,Bankura,339,West Bengal,19,2011_c,west bengal,bankura,west bengal,bankura,26145117.081676293,3866069000217.4863,2089614525.3012,26.145117081676293,3866.0690002174865,2.0896145253012
,Lohardaga,356,Jharkhand,20,2011_c,jharkhand,lohardaga,jharkhand,lohardaga,3580013.683726426,485352769938.1391,201741280.70083758,3.5800136837264263,485.3527699381391,0.20174128070083758
,Panch Mahals,484,Gujarat,24,2011_c,gujarat,panch mahals,gujarat,panch mahals,18536146.70413915,771424399903.7783,1047974847.3140879,18.53614670413915,771.4243999037783,1.047974847314088
,Jabalpur,451,Madhya Pradesh,23,2011_c,madhya pradesh,jabalpur,madhya pradesh,jabalpur,24044595.847302377,3112654600185.4,564610600.1183478,24.04459584730238,3112.6546001854,0.5646106001183477
,Gumla,366,Jharkhand,20,2011_c,jharkhand,gumla,jharkhand,gumla,13428525.674993856,1342398610041.6572,837305825.665537,13.428525674993855,1342.3986100416573,0.837305825665537
,Dohad,485,Gujarat,24,2011_c,gujarat,dohad,gujarat,dohad,31737669.05560493,1281318559814.8037,1311332367.0255358,31.737669055604933,1281.3185598148036,1.311332367025536
,Dewas,437,Madhya Pradesh,23,2011_c,madhya pradesh,dewas,madhya pradesh,dewas,3652490.8903843267,2421209879990.8857,289203350.6313684,3.6524908903843265,2421.209879990886,0.28920335063136837
,Anuppur,461,Madhya Pradesh,23,2011_c,madhya pradesh,anuppur,madhya pradesh,anuppur,13420482.946123892,904483599875.8319,488977758.97110176,13.420482946123892,904.4835998758319,0.48897775897110174
,Jhabua,464,Madhya Pradesh,23,2011_c,madhya pradesh,jhabua,madhya pradesh,jhabua,8995370.878571242,1299735200107.495,312380283.4905301,8.995370878571242,1299.735200107495,0.3123802834905301
,North 24 Parganas,337,West Bengal,19,2011_c,west bengal,north 24 parganas,west bengal,north 24 parganas,16847182.9446954,2460511259744.701,1191479381.4090772,16.847182944695398,2460.511259744701,1.1914793814090772
,Dindori,453,Madhya Pradesh,23,2011_c,madhya pradesh,dindori,madhya pradesh,dindori,13915585.298190834,1032461399878.3999,493494445.40467936,13.915585298190834,1032.4613998784,0.49349444540467935
,Hooghly,338,West Bengal,19,2011_c,west bengal,hooghly,west bengal,hooghly,18886001.050921556,2997387799728.324,1288232729.978916,18.886001050921557,2997.3877997283244,1.288232729978916
,Khunti,365,Jharkhand,20,2011_c,jharkhand,khunti,jharkhand,khunti,6459732.988912512,486721769900.05505,460413435.25229514,6.459732988912512,486.72176990005505,0.4604134352522951
,Narsimhapur,452,Madhya Pradesh,23,2011_c,madhya pradesh,narsimhapur,madhya pradesh,narsimhapur,7395238.587710229,1722062600016.376,235740366.46805194,7.395238587710229,1722.0626000163759,0.23574036646805194
,Dhar,438,Madhya Pradesh,23,2011_c,madhya pradesh,dhar,madhya pradesh,dhar,14472395.263559071,3303123480133.3154,568595558.4522575,14.472395263559072,3303.1234801333153,0.5685955584522575
,Jashpur,402,Chhattisgarh,22,2011_c,chhattisgarh,jashpur,chhattisgarh,jashpur,25366096.30869548,818996920140.5121,1183582933.7556572,25.36609630869548,818.9969201405121,1.1835829337556572
,Indore,439,Madhya Pradesh,23,2011_c,madhya pradesh,indore,madhya pradesh,indore,7103277.719789011,1596990799986.3203,204223747.8853089,7.103277719789012,1596.9907999863203,0.2042237478853089
,Saraikela-kharsawan,369,Jharkhand,20,2011_c,jharkhand,saraikela kharsawan,jharkhand,saraikela kharsawan,9490953.05490115,846270690083.6765,408550158.8594525,9.49095305490115,846.2706900836765,0.4085501588594525
,Mandla,454,Madhya Pradesh,23,2011_c,madhya pradesh,mandla,madhya pradesh,mandla,12195085.05428703,2579612200091.4185,377102109.0942977,12.195085054287029,2579.6122000914183,0.3771021090942977
,Purbi Singhbhum,357,Jharkhand,20,2011_c,jharkhand,purbi singhbhum,jharkhand,purbi singhbhum,10392929.554803275,890001580100.6055,491724916.7100217,10.392929554803274,890.0015801006055,0.49172491671002166
,Hoshangabad,449,Madhya Pradesh,23,2011_c,madhya pradesh,hoshangabad,madhya pradesh,hoshangabad,35604798.28993419,4591204400149.458,729811090.8743526,35.60479828993419,4591.204400149458,0.7298110908743526
,Korba,404,Chhattisgarh,22,2011_c,chhattisgarh,korba,chhattisgarh,korba,12828893.239996674,545585700188.84753,622770038.5003431,12.828893239996674,545.5857001888476,0.6227700385003431
,Pashchimi Singhbhum,368,Jharkhand,20,2011_c,jharkhand,pashchimi singhbhum,jharkhand,pashchimi singhbhum,17306378.353509963,903804659936.4071,1196678004.8699124,17.306378353509963,903.8046599364071,1.1966780048699124
,Howrah,341,West Bengal,19,2011_c,west bengal,howrah,west bengal,howrah,8708911.652832927,1072599319901.3347,665595726.2896144,8.708911652832928,1072.5993199013346,0.6655957262896144
,Simdega,367,Jharkhand,20,2011_c,jharkhand,simdega,jharkhand,simdega,8529404.986808646,759901640000.0,398211666.85469204,8.529404986808647,759.90164,0.39821166685469206
,Kolkata,342,West Bengal,19,2011_c,west bengal,kolkata,,,,,,,,
,Kodarma,348,Jharkhand,20,2011_c,jharkhand,kodarma,jharkhand,kodarma,3048583.73236081,218802810019.67157,121238273.46680889,3.04858373236081,218.80281001967157,0.12123827346680889
,Hazaribagh,360,Jharkhand,20,2011_c,jharkhand,hazaribagh,jharkhand,hazaribagh,10389257.578042641,706352230126.2561,454431215.9562594,10.389257578042642,706.3522301262561,0.4544312159562594
,Vaishali,220,Bihar,10,2011_c,bihar,vaishali,bihar,vaishali,7567697.480131065,1104931679968.845,379083330.9591024,7.567697480131065,1104.931679968845,0.3790833309591024
,Begusarai,222,Bihar,10,2011_c,bihar,begusarai,bihar,begusarai,6146164.314657957,1170072300001.9968,655784948.3131478,6.146164314657957,1170.0723000019968,0.6557849483131478
,Bhagalpur,224,Bihar,10,2011_c,bihar,bhagalpur,bihar,bhagalpur,10933679.102763819,1530460280004.3987,268659590.55331343,10.933679102763818,1530.4602800043988,0.26865959055331345
,Lakhisarai,227,Bihar,10,2011_c,bihar,lakhisarai,bihar,lakhisarai,3103651.195744039,682662660046.2284,180506300.19839752,3.103651195744039,682.6626600462284,0.18050630019839753
,Sheikhpura,228,Bihar,10,2011_c,bihar,sheikhpura,bihar,sheikhpura,3808186.375352623,452147310039.56647,206494843.08153507,3.808186375352623,452.1473100395665,0.20649484308153507
,Arwal,240,Bihar,10,2011_c,bihar,arwal,bihar,arwal,3658876.8407350946,678102929954.35,166493900.90621567,3.6588768407350947,678.10292995435,0.16649390090621566
,Jehanabad,239,Bihar,10,2011_c,bihar,jehanabad,bihar,jehanabad,4689929.210653173,612187849941.7058,183600316.84623137,4.6899292106531725,612.1878499417058,0.18360031684623138
,Nalanda,229,Bihar,10,2011_c,bihar,nalanda,bihar,nalanda,14395297.025680332,2273667890171.8984,604839414.2352241,14.395297025680332,2273.6678901718983,0.6048394142352241
,Patna,230,Bihar,10,2011_c,bihar,patna,bihar,patna,8961631.38243314,1649844679952.1375,403694656.50776845,8.96163138243314,1649.8446799521375,0.4036946565077685
,Saran,219,Bihar,10,2011_c,bihar,saran,bihar,saran,14717025.569299892,1485922299996.0684,606422029.8149912,14.717025569299892,1485.9222999960684,0.6064220298149913
,Siwan,218,Bihar,10,2011_c,bihar,siwan,bihar,siwan,19037006.55862997,1568691329915.2188,878314068.9851277,19.037006558629972,1568.6913299152188,0.8783140689851276
,Muzaffarpur,216,Bihar,10,2011_c,bihar,muzaffarpur,bihar,muzaffarpur,20370483.36248637,1596069309951.503,1470977666.490747,20.370483362486368,1596.0693099515029,1.470977666490747
,Madhepura,213,Bihar,10,2011_c,bihar,madhepura,bihar,madhepura,5274243.842242111,1417213909953.957,562541659.5850296,5.274243842242112,1417.213909953957,0.5625416595850296
,Araria,209,Bihar,10,2011_c,bihar,araria,bihar,araria,16824175.965086915,1894908379755.7993,1171869160.3201935,16.824175965086916,1894.9083797557994,1.1718691603201936
,Supaul,208,Bihar,10,2011_c,bihar,supaul,bihar,supaul,13722704.92085554,1323112480147.2407,902546360.3069961,13.722704920855541,1323.1124801472408,0.9025463603069961
,Madhubani,207,Bihar,10,2011_c,bihar,madhubani,bihar,madhubani,14140635.622569505,1717297240017.7056,1813510254.7514634,14.140635622569505,1717.2972400177055,1.8135102547514634
,Purnia,211,Bihar,10,2011_c,bihar,purnia,bihar,purnia,10319865.855649477,1634942220047.0742,728871546.1770008,10.319865855649477,1634.9422200470742,0.7288715461770008
,Surajpur,715,Chhattisgarh,22,update2014,chhattisgarh,surajpur,chhattisgarh,surajpur,8976183.515366813,647586909930.5479,616776108.3583814,8.976183515366813,647.5869099305479,0.6167761083583814
,Surguja,401,Chhattisgarh,22,2011_c,chhattisgarh,surguja,chhattisgarh,surguja,9704960.200384047,709438509942.0736,617800819.7384305,9.704960200384047,709.4385099420737,0.6178008197384305
,Aravalli,725,Gujarat,24,update2014,gujarat,aravalli,gujarat,aravalli,14996214.886531558,797141140039.9484,485217407.0732228,14.996214886531558,797.1411400399484,0.4852174070732228
,Mahisagar,730,Gujarat,24,update2014,gujarat,mahisagar,gujarat,mahisagar,21010085.031311035,591602819919.4664,799321035.1469063,21.010085031311036,591.6028199194665,0.7993210351469062
,Amethi,706,Uttar Pradesh,09,update2014,uttar pradesh,amethi,uttar pradesh,amethi,22325524.87108273,2612468619821.956,784721295.3039172,22.32552487108273,2612.468619821956,0.7847212953039172
,Ghaziabad,140,Uttar Pradesh,09,2011_c,uttar pradesh,ghaziabad,uttar pradesh,ghaziabad,2811547.615368562,445859919986.6792,76000012.22783504,2.811547615368562,445.8599199866792,0.07600001222783505
,Agar Malwa,724,Madhya Pradesh,23,update2014,madhya pradesh,agar malwa,madhya pradesh,agar malwa,3130979.436207427,822766200000.0,105819643.1967,3.130979436207427,822.7662,0.10581964319670001
,Shahdara,702,Delhi,07,update2014,delhi,shahdara,,,,,,,,
,South East Delhi,703,Delhi,07,update2014,delhi,south east delhi,,,,,,,,
,North West Delhi,090,Delhi,07,2011_c,delhi,north west delhi,,,,,,,,
,Sambhal,754,Uttar Pradesh,09,2011_c,uttar pradesh,sambhal,uttar pradesh,sambhal,22680201.69712594,2360928300168.3525,546101204.0030074,22.68020169712594,2360.9283001683525,0.5461012040030074
,Charki Dadri,765,Haryana,06,2016_c,haryana,charki dadri,haryana,charki dadri,8354768.164085455,896107999947.5159,527924772.17344046,8.354768164085455,896.1079999475159,0.5279247721734405
,Alipurduar,774,West Bengal,19,2014_c,west bengal,alipurduar,west bengal,alipurduar,8407075.441876255,1136199380115.3147,614722278.829118,8.407075441876255,1136.1993801153146,0.614722278829118
,Paschim Bardhaman,777,West Bengal,19,2017_c,west bengal,paschim bardhaman,west bengal,paschim bardhaman,117637.52828351065,13210460000.0,4590782.61809049,0.11763752828351065,13.21046,0.00459078261809049
,Kalimpong,775,West Bengal,19,2017_c,west bengal,kalimpong,west bengal,kalimpong,2921849.206739842,186626370009.89096,126645510.13903263,2.921849206739842,186.62637000989096,0.12664551013903264
,Ajmer,119,Rajasthan,08,2011_c,rajasthan,ajmer,rajasthan,ajmer,13371646.396283982,1003864100043.4387,691056392.3912706,13.371646396283982,1003.8641000434387,0.6910563923912706
,Cooch Behar,329,West Bengal,19,2011_c,west bengal,cooch behar,west bengal,cooch behar,23104589.538810253,3236377359779.03,1675545010.3179538,23.104589538810252,3236.3773597790296,1.6755450103179539
,Uttar Dinajpur,330,West Bengal,19,2011_c,west bengal,uttar dinajpur,west bengal,uttar dinajpur,32613459.61802762,4228949659985.4775,1865732600.4204674,32.61345961802762,4228.949659985477,1.8657326004204673
,Datia,422,Madhya Pradesh,23,2011_c,madhya pradesh,datia,madhya pradesh,datia,8109128.214765385,1436476999982.68,289572256.85107064,8.109128214765384,1436.47699998268,0.28957225685107063
,Rajsamand,123,Rajasthan,08,2011_c,rajasthan,rajsamand,rajasthan,rajsamand,7278598.585189763,931560539907.9756,280785778.2128589,7.278598585189764,931.5605399079756,0.28078577821285894
,Mahoba,169,Uttar Pradesh,09,2011_c,uttar pradesh,mahoba,uttar pradesh,mahoba,4883957.195651273,284811640002.748,123031433.80596,4.8839571956512735,284.811640002748,0.12303143380596
,Chhatarpur,425,Madhya Pradesh,23,2011_c,madhya pradesh,chhatarpur,madhya pradesh,chhatarpur,9797208.213312317,1434008200013.3718,541907202.1465855,9.797208213312317,1434.0082000133718,0.5419072021465855
,Chittaurgarh,126,Rajasthan,08,2011_c,rajasthan,chittaurgarh,rajasthan,chittaurgarh,12006028.319380559,3187075180169.1562,576903734.9568267,12.006028319380558,3187.0751801691563,0.5769037349568267
,Panna,426,Madhya Pradesh,23,2011_c,madhya pradesh,panna,madhya pradesh,panna,9030543.443763863,1247810400099.856,348460753.857496,9.030543443763863,1247.810400099856,0.34846075385749603
,Sabar Kantha,472,Gujarat,24,2011_c,gujarat,sabar kantha,gujarat,sabar kantha,9129043.962615047,1222421879997.6226,378864301.9793461,9.129043962615047,1222.4218799976225,0.3788643019793461
,Kachchh,468,Gujarat,24,2011_c,gujarat,kachchh,gujarat,kachchh,5708201.685471933,461760479932.7634,232467394.868603,5.708201685471933,461.7604799327634,0.232467394868603
,Surendranagar,475,Gujarat,24,2011_c,gujarat,surendranagar,gujarat,surendranagar,3018949.5900203306,426521080011.2259,149363630.34559187,3.0189495900203305,426.5210800112259,0.14936363034559189
,Kheda,483,Gujarat,24,2011_c,gujarat,kheda,gujarat,kheda,30217823.14181488,2143769819888.896,977877412.3395687,30.21782314181488,2143.769819888896,0.9778774123395687
,Anand,482,Gujarat,24,2011_c,gujarat,anand,gujarat,anand,48513203.71133843,2010459000111.7507,799068752.7622764,48.51320371133843,2010.4590001117508,0.7990687527622764
,Kishanganj,210,Bihar,10,2011_c,bihar,kishanganj,bihar,kishanganj,8983268.32580362,685657140006.6132,572325408.6042715,8.983268325803621,685.6571400066132,0.5723254086042715
,Morbi,727,Gujarat,24,update2014,gujarat,morbi,gujarat,morbi,1406079.6368834688,172540260000.68903,52864451.21809945,1.406079636883469,172.54026000068902,0.052864451218099455
,Leh,003,Ladakh,38,2011_c,ladakh,leh,ladakh,leh,624034.0784456708,12583977000.0,23523260.779147465,0.6240340784456708,12.583977,0.023523260779147466
,Kargil,004,Ladakh,38,2011_c,ladakh,kargil,ladakh,kargil,459181.43201490986,13498431000.000002,12294075.577608783,0.45918143201490985,13.498431000000002,0.012294075577608784
,Kupwara,001,Jammu and Kashmir,01,2011_c,jammu and kashmir,kupwara,jammu and kashmir,kupwara,3659376.4804473715,217609777490.1009,214198686.59834898,3.6593764804473716,217.6097774901009,0.21419868659834898
,Bandipore,009,Jammu and Kashmir,01,2011_c,jammu and kashmir,bandipore,jammu and kashmir,bandipore,1753205.9272070152,197766264969.40158,75466659.518775,1.7532059272070153,197.7662649694016,0.075466659518775
,Baramula,008,Jammu and Kashmir,01,2011_c,jammu and kashmir,baramula,jammu and kashmir,baramula,4085431.9944414212,264319107986.58252,220557001.446503,4.0854319944414215,264.31910798658254,0.220557001446503
,Ganderbal,011,Jammu and Kashmir,01,2011_c,jammu and kashmir,ganderbal,jammu and kashmir,ganderbal,1141110.7396781715,94067824972.18813,63305589.762358,1.1411107396781714,94.06782497218812,0.063305589762358
,Anantnag,014,Jammu and Kashmir,01,2011_c,jammu and kashmir,anantnag,jammu and kashmir,anantnag,3203585.2816763297,312591486930.70764,149276841.442812,3.2035852816763297,312.5914869307076,0.149276841442812
,Kishtwar,018,Jammu and Kashmir,01,2011_c,jammu and kashmir,kishtwar,jammu and kashmir,kishtwar,1559570.8527730086,72981752945.44113,81756118.89390936,1.5595708527730086,72.98175294544113,0.08175611889390937
,Srinagar,010,Jammu and Kashmir,01,2011_c,jammu and kashmir,srinagar,jammu and kashmir,srinagar,294335.9777421975,25922256001.21124,17055202.515394,0.2943359777421975,25.922256001211238,0.017055202515393997
,Badgam,002,Jammu and Kashmir,01,2011_c,jammu and kashmir,badgam,jammu and kashmir,badgam,3024132.60069276,233835133510.4724,166503686.70376563,3.0241326006927602,233.83513351047242,0.16650368670376564
,Pulwama,012,Jammu and Kashmir,01,2011_c,jammu and kashmir,pulwama,jammu and kashmir,pulwama,1640067.0994662326,81827783457.89432,125145808.76397999,1.6400670994662325,81.82778345789431,0.12514580876398
,Punch,005,Jammu and Kashmir,01,2011_c,jammu and kashmir,punch,jammu and kashmir,punch,3760030.607108064,309063023514.25854,112859705.04781577,3.760030607108064,309.06302351425853,0.11285970504781577
,Shupiyan,013,Jammu and Kashmir,01,2011_c,jammu and kashmir,shupiyan,jammu and kashmir,shupiyan,84731.68766731708,4930999480.70728,6954041.118213001,0.08473168766731708,4.93099948070728,0.006954041118213
,Kulgam,015,Jammu and Kashmir,01,2011_c,jammu and kashmir,kulgam,jammu and kashmir,kulgam,1656449.211094707,122073749469.19656,93926856.837424,1.656449211094707,122.07374946919657,0.093926856837424
,Rajouri,006,Jammu and Kashmir,01,2011_c,jammu and kashmir,rajouri,jammu and kashmir,rajouri,9339387.483837727,654363347010.6177,256638610.84630352,9.339387483837728,654.3633470106176,0.2566386108463035
