source_state,target_state,quantity_kcal,State,original_alt_trade_kcal,trade_alt_needed_clipped,scale_factor,optimized_trade_kcal
west bengal,chandigarh,0.0,west bengal,447811747500.0,10451413332841.303,23.33885475579513,0.0
west bengal,chhattisgarh,5857605000.0,west bengal,447811747500.0,10451413332841.303,23.33885475579513,136709792311.81932
west bengal,daman and diu,0.0,west bengal,447811747500.0,10451413332841.303,23.33885475579513,0.0
west bengal,delhi,0.0,west bengal,447811747500.0,10451413332841.303,23.33885475579513,0.0
west bengal,goa,0.0,west bengal,447811747500.0,10451413332841.303,23.33885475579513,0.0
west bengal,gujarat,2755870000.0,west bengal,447811747500.0,10451413332841.303,23.33885475579513,64318849655.85312
west bengal,haryana,0.0,west bengal,447811747500.0,10451413332841.303,23.33885475579513,0.0
west bengal,himachal pradesh,0.0,west bengal,447811747500.0,10451413332841.303,23.33885475579513,0.0
west bengal,jammu and kashmir,0.0,west bengal,447811747500.0,10451413332841.303,23.33885475579513,0.0
west bengal,jharkhand,0.0,west bengal,447811747500.0,10451413332841.303,23.33885475579513,0.0
west bengal,karnataka,87655230000.0,west bengal,447811747500.0,10451413332841.303,23.33885475579513,2045772681555.816
west bengal,kerala,0.0,west bengal,447811747500.0,10451413332841.303,23.33885475579513,0.0
west bengal,madhya pradesh,0.0,west bengal,447811747500.0,10451413332841.303,23.33885475579513,0.0
west bengal,maharashtra,22975160000.0,west bengal,447811747500.0,10451413332841.303,23.33885475579513,536213922231.154
west bengal,manipur,0.0,west bengal,447811747500.0,10451413332841.303,23.33885475579513,0.0
west bengal,meghalaya,0.0,west bengal,447811747500.0,10451413332841.303,23.33885475579513,0.0
west bengal,mizoram,0.0,west bengal,447811747500.0,10451413332841.303,23.33885475579513,0.0
west bengal,nagaland,0.0,west bengal,447811747500.0,10451413332841.303,23.33885475579513,0.0
west bengal,odisha,0.0,west bengal,447811747500.0,10451413332841.303,23.33885475579513,0.0
west bengal,puducherry,0.0,west bengal,447811747500.0,10451413332841.303,23.33885475579513,0.0
west bengal,punjab,20472335000.0,west bengal,447811747500.0,10451413332841.303,23.33885475579513,477800853076.9811
west bengal,rajasthan,0.0,west bengal,447811747500.0,10451413332841.303,23.33885475579513,0.0
west bengal,tamil nadu,155118795000.0,west bengal,447811747500.0,10451413332841.303,23.33885475579513,3620295026398.9595
west bengal,telangana,96135000000.0,west bengal,447811747500.0,10451413332841.303,23.33885475579513,2243680801948.3647
west bengal,tripura,0.0,west bengal,447811747500.0,10451413332841.303,23.33885475579513,0.0
west bengal,uttar pradesh,0.0,west bengal,447811747500.0,10451413332841.303,23.33885475579513,0.0
west bengal,uttarakhand,29071445000.0,west bengal,447811747500.0,10451413332841.303,23.33885475579513,678494232396.0865
